reTau,imTau,coneDeficit,margin
0,1.009091,7.86926e-13,0.00177519
0,1.192579,1.77636e-15,0.000943901
0,3.646194,3.55271e-15,0.000281549
0,2.420013,5.32907e-15,0.00298615
0,1.703434,2.66454e-15,0.00130259
0,16.19746,1.42109e-14,0.000836599
0,4.183883,3.55271e-15,0.00297853
0,3.547309,4.44089e-15,0.000406062
0,2.341733,2.04281e-14,0.00184828
0,4.179582,1.90070e-13,0.000796659
0,1.028267,1.77636e-15,0.00111274
0,8.937885,1.06581e-14,0.000437410
0,2.145446,9.76996e-15,0.000840816
0,4.209323,5.32907e-15,0.00100528
0,4.231212,9.76996e-15,0.00105000
0,1.586698,1.77636e-15,0.00152527
0,1.805935,4.44089e-15,0.000777344
0,5.463623,8.88178e-15,0.00125768
0,3.881035,2.46025e-13,0.000179359
0,5.869419,1.15463e-14,0.000872508
0,5.954475,9.68114e-14,0.00102167
0,1.013342,1.42109e-14,0.000627391
0,1.007813,3.98792e-13,0.000399071
0,4.152385,6.16396e-13,0.000664189
0,4.831701,1.15463e-14,0.00201104
0,3.740946,2.66454e-15,0.00360034
0,0.7398386,2.13163e-14,0.00116391
0,1.566758,3.55271e-15,0.00150719
0,1.033154,1.77636e-15,0.00120719
0,1.288534,1.36779e-13,0.00171565
0,2.652526,1.06581e-14,0.000225739
0,2.177419,9.88543e-13,0.000114388
0,1.017077,9.76996e-15,0.00161794
0,14.15835,2.48690e-14,0.00109857
0,17.66619,1.86517e-14,0.000897824
0,1.018369,2.93099e-14,0.00144734
0,1.014311,3.01981e-13,0.00121899
0,1.023671,1.77636e-15,0.000699096
0,1.001277,1.77636e-15,0.00112737
0,6.697356,7.10543e-15,0.000595541
0,1.017479,2.66454e-15,0.000185502
0,5.777102,4.44089e-15,0.000625856
0,2.158044,6.21725e-15,0.00297023
0,1.314378,9.76996e-15,0.00196246
0,1.779642,1.77636e-15,0.00191050
0,1.002873,2.66454e-15,0.000199366
0,1.020074,2.66454e-15,0.00185708
0,3.251699,4.44089e-15,0.00292164
0,3.673663,3.55271e-15,0.000137835
0,2.974486,7.10543e-15,0.000715002
